Unnamed: 0,link,created_at,scraped_at
8710,https://www.fincaraiz.com.co/apartamento-en-venta/191273570,2024-11-10 16:27:11.680034,
8711,https://www.fincaraiz.com.co/apartamento-en-venta/191411760,2024-11-10 16:27:11.681817,
8712,https://www.fincaraiz.com.co/apartamento-en-venta/191578998,2024-11-10 16:27:11.683565,
8713,https://www.fincaraiz.com.co/apartamento-en-venta/10804441,2024-11-10 16:27:11.685255,
8714,https://www.fincaraiz.com.co/apartamento-en-venta/191505148,2024-11-10 16:27:11.686891,
8715,https://www.fincaraiz.com.co/apartamento-en-venta/191584154,2024-11-10 15:53:50.308330,
8716,https://www.fincaraiz.com.co/apartamento-en-venta/191297790,2024-11-10 15:53:50.311293,
8717,https://www.fincaraiz.com.co/apartamento-en-venta/191621956,2024-11-10 15:53:50.313468,
8718,https://www.fincaraiz.com.co/apartamento-en-venta/10814950,2024-11-10 15:53:50.315667,
8719,https://www.fincaraiz.com.co/apartamento-en-venta/191285858,2024-11-10 15:53:50.317621,
8720,https://www.fincaraiz.com.co/apartamento-en-venta/191307715,2024-11-10 15:53:50.319769,
8721,https://www.fincaraiz.com.co/apartamento-en-venta/191592508,2024-11-10 15:53:50.322104,
8722,https://www.fincaraiz.com.co/apartamento-en-venta/10359452,2024-11-10 15:53:50.323980,
8723,https://www.fincaraiz.com.co/apartamento-en-venta-bogota-chapinero/7060913,2024-11-10 15:53:50.325872,
8724,https://www.fincaraiz.com.co/apartamento-en-venta/191514706,2024-11-10 15:53:50.327881,
8725,https://www.fincaraiz.com.co/apartamento-en-venta/191402710,2024-11-10 15:53:50.329745,
8726,https://www.fincaraiz.com.co/apartamento-en-venta/191377269,2024-11-10 15:53:50.332078,
8727,https://www.fincaraiz.com.co/apartamento-en-venta/191570950,2024-11-10 15:53:50.333951,
8728,https://www.fincaraiz.com.co/apartamento-en-venta/10873340,2024-11-10 15:53:50.336092,
8729,https://www.fincaraiz.com.co/apartamento-en-venta/10798145,2024-11-10 15:53:50.337949,
